PROCEDIMENTO,RN(alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
TERAPÊUTICOS RADIOGRAFIA DE ESCÁPULA AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS RADIOGRAFIA DE ESÔFAGO AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS RADIOGRAFIA DE ESÔFAGO - HIATO - ESTÔMAGO E DUODENO AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS RADIOGRAFIA DE ESTERNO AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS RADIOGRAFIA DE ESTÔMAGO E DUODENO AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS RADIOGRAFIA DE JOELHO AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS RADIOGRAFIA DE LARINGE OU HIPOFARINGE OU PESCOÇO (PARTES MOLES) AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS RADIOGRAFIA DE MANDÍBULA/MAXILA AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
RADIOGRAFIA,,,OD,AMB,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS RADIOGRAFIA DE MÃOS E PUNHOS PARA IDADE ÓSSEA AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS RADIOGRAFIA DE ÓRBITAS AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
"TERAPÊUTICOS RADIOGRAFIA DE ORELHA, MASTÓIDES OU ROCHEDOS AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E",,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS RADIOGRAFIA DE OSSOS DA FACE AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS RADIOGRAFIA DE PATELA AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS RADIOGRAFIA DE PÉ OU PODODÁCTILO AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS RADIOGRAFIA DE PERNA AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS RADIOGRAFIA DE PUNHO AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS RADIOGRAFIA DE SACRO-COCCIX AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS RADIOGRAFIA DE SEIOS DA FACE AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS RADIOGRAFIA DE SELA TÚRCICA AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS RADIOGRAFIA DE TÓRAX AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS RADIOGRAFIA INTERPROXIMAL - BITE-WING OD RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS RADIOGRAFIA OCLUSAL OD RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS RADIOGRAFIA PANORÂMICA DE MANDÍBULA/MAXILA (ORTOPANTOMOGRAFIA) OD AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS RADIOGRAFIA PANORÂMICA DOS MEMBROS INFERIORES AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS RADIOGRAFIA PERIAPICAL OD RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS LEVANTAMENTO RADIOGRÁFICO (EXAME RADIODÔNTICO/PERIAPICAL COMPLETO) OD RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
RADIOSCOPIA,,,OD,AMB,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS RADIOSCOPIA PARA ACOMPANHAMENTO DE PROCEDIMENTO CIRÚRGICO AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS SIALOGRAFIA AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS TESTE DE OCLUSÃO DE ARTÉRIA CARÓTIDA OU VERTEBRAL AMB HCO HSO REF PAC RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS TOMOGRAFIA RENAL AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS TRÂNSITO E MORFOLOGIA DO APARELHO DIGESTIVO AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS URETROCISTOGRAFIA AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS UROGRAFIA VENOSA COM BEXIGA PRÉ E PÓS-MICCIONAL AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS UROGRAFIA VENOSA COM NEFROTOMOGRAFIA AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS UROGRAFIA VENOSA MINUTADA 1-2-3 AMB HCO HSO REF RADIOGRAFIAS MÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS ABLAÇÃO PERCUTÂNEA POR RADIOFREQUÊNCIA PARA TRATAMENTO DE OSTEOMA OSTEÓIDE HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS ANGIOPLASTIA ARTERIAL OU VENOSA HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
ANGIOPLASTIA USO DE DISPOSITIVO DE PROTEÇÃO EMBÓLICA DISTALHCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS ANGIOPLASTIA TRANSLUMINAL PERCUTÂNEA HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS ATERECTOMIA PERCUTÂNEA ORIENTADA POR RX HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS CATETERISMO ARTERIAL PARA QUIMIOTERAPIA HCO HSO REFMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
"TERAPÊUTICOS COLECISTOSTOMIA PERCUTÂNEA ORIENTADA POR RX, US OU TC HCO HSO REF PACMÉTODOS INTERVENCIONISTAS",,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS COLOCAÇÃO DE CATETER VENOSO CENTRAL OU PORTOCATH HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS COLOCAÇÃO DE FILTRO DE VCI PARA PREVENÇÃO DE TEP HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
COLOCAÇÃO,,,OD,,HCO,HSO,REF,PAC,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS COLOCAÇÃO DE STENT EM TRAQUÉIA OU BRÔNQUIO HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
"TERAPÊUTICOS COLOCAÇÃO DE STENT ESOFAGIANO, INTESTINAL OU RETAL HCO HSO REF PACMÉTODOS INTERVENCIONISTAS",,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS COLOCAÇÃO DE STENT RENAL HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS COLOCAÇÃO DE STENT VASCULAR (ARTERIAL OU VENOSO) HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS COLOCAÇÃO PERCUTÂNEA DE CATETER PIELOVESICAL HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS COLOCAÇÃO PERCUTÂNEA DE STENT VASCULAR HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS COLUNA VERTEBRAL: INFILTRAÇÃO FORAMINAL OU FACETÁRIA OU ARTICULAR AMB HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS DILATAÇÃO PERCUTÂNEA DE ESTENOSE BILIAR CICATRICIAL HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS DILATAÇÃO PERCUTÂNEA DE ESTENOSE DE CONDUTO URINÁRIO HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS DILATAÇÃO PERCUTÂNEA DE ESTENOSE DE DUCTO PANCREÁTICO HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS DISCOGRAFIA HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS DRENAGEM PERCUTÂNEA DE CISTO OU ABCESSO RENAL AMB HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS DRENAGEM PERCUTÂNEA DE CISTO OU ABCESSO HEPÁTICO OU PANCREÁTICO AMB HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DRENAGEM US OU TCAMB HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS DRENAGEM PERCUTÂNEA DE COLEÇÃO PLEURAL AMB HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS DRENAGEM PERCUTÂNEA DE COLEÇÃO PULMONAR OU MEDIASTINAL ORIENTADA OU NÃO POR US OU TC AMB HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS DRENAGEM PERCUTÂNEA DE PNEUMOTÓRAX AMB HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS DRENAGEM PERCUTÂNEA DE VIA BILIAR AMB HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DRENAGEM,,,OD,AMB,HCO,HSO,REF,PAC,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS EMBOLIZAÇÃO ARTERIAL PARA TRATAMENTO DE PRIAPISMO HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS EMBOLIZAÇÃO BRÔNQUICA PARA TRATAMENTO DE HEMOPTISE HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS EMBOLIZAÇÃO DE ANEURISMA CEREBRAL HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS EMBOLIZAÇÃO DE ANEURISMA OU PSEUDOANEURISMA VISCERAL HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS EMBOLIZAÇÃO DE ARTÉRIA RENAL PARA NEFRECTOMIA HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS EMBOLIZAÇÃO DE ARTÉRIA UTERINA (COM DIRETRIZ DE UTILIZAÇÃO) HCO HSO REF PAC 23MÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS EMBOLIZAÇÃO DE FÍSTULA ARTERIOVENOSA HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS EMBOLIZAÇÃO DE HEMORRAGIA DIGESTIVA HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS EMBOLIZAÇÃO DE MALFORMAÇÃO ARTERIOVENOSA CEREBRAL OU MEDULAR HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS EMBOLIZAÇÃO DE MALFORMAÇÃO VASCULAR HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS EMBOLIZAÇÃO DE PSEUDOANEURISMA HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS EMBOLIZAÇÃO DE RAMO PORTAL HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS EMBOLIZAÇÃO DE RAMOS HIPOGÁSTRICOS PARA TRATAMENTO DE SANGRAMENTO GINECOLÓGICO HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS EMBOLIZAÇÃO DE TUMOR - QUALQUER LOCALIZAÇÃO (EXCETO PARA ARTÉRIA UTERINA) HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
DIAGNÓSTICOS IMAGEMMÉTODOS DIAGNÓSTICOS POR IMAGEMPROCEDIMENTOS DIAGNÓSTICOS E,,,,,,,,,,Subgrupo,Grupo,Capítulo
TERAPÊUTICOS EMBOLIZAÇÃO DE VARIZES ESOFAGIANAS OU GÁSTRICAS HCO HSO REF PACMÉTODOS INTERVENCIONISTAS,,,,,,,,,,Subgrupo,Grupo,Capítulo
